,MONTH,DAY,DAY_OF_WEEK,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,ARRIVAL_DELAY,CANCELLED
5714249,12,25,5,MSP,ATL,730,3.0,0
5714250,12,25,5,BNA,SLC,730,43.0,0
5714251,12,25,5,RAP,MSP,730,2.0,0
5714252,12,25,5,ORD,MIA,730,16.0,0
5714253,12,25,5,BNA,ORD,730,-8.0,0
5714254,12,25,5,SLC,DEN,730,3.0,0
5714255,12,25,5,DEN,LAX,730,39.0,0
5714256,12,25,5,ORD,LGA,730,-12.0,0
5714257,12,25,5,EWR,STT,730,-16.0,0
5714258,12,25,5,MIA,EWR,730,-20.0,0
5714259,12,25,5,ORD,FLL,730,-15.0,0
5714260,12,25,5,BDL,DEN,730,24.0,0
5714261,12,25,5,BWI,FLL,730,-7.0,0
5714262,12,25,5,DAL,HOU,730,-1.0,0
5714263,12,25,5,DAL,PHX,730,-7.0,0
5714264,12,25,5,MDW,MCO,730,-12.0,0
5714265,12,25,5,MSP,PHX,730,10.0,0
5714266,12,25,5,PHL,STL,730,-13.0,0
5714267,12,25,5,PIT,RSW,730,-23.0,0
5714268,12,25,5,SJU,FLL,730,-28.0,0
5714269,12,25,5,SMF,DAL,730,-13.0,0
5714270,12,25,5,MCO,DAL,730,-16.0,0
5714271,12,25,5,LGA,MCO,730,11.0,0
5714272,12,25,5,LAX,SFO,730,-6.0,0
5714273,12,25,5,JFK,LAS,730,22.0,0
5714274,12,25,5,SNA,DFW,730,-32.0,0
5714275,12,25,5,LAX,DFW,730,-17.0,0
5714276,12,25,5,CMH,PHX,730,8.0,0
5714277,12,25,5,PHL,PBI,730,-18.0,0
5714278,12,25,5,CLE,PHX,730,15.0,0
5714279,12,25,5,CLT,PHX,730,6.0,0
5714280,12,25,5,CLT,SFO,730,-7.0,0
5714281,12,25,5,ATL,PHX,730,7.0,0
5714282,12,25,5,PHL,LAX,730,10.0,0
5714283,12,25,5,MSY,CLT,730,-6.0,0
5714284,12,25,5,STL,CLT,730,-11.0,0
5714285,12,25,5,CLT,LAX,730,14.0,0
5714286,12,25,5,CLT,JFK,730,12.0,0
5714287,12,25,5,DCA,BOS,730,-12.0,0
5714288,12,25,5,SAN,OGG,730,-33.0,0
5714289,12,25,5,SEA,LAX,730,-12.0,0
5714290,12,25,5,LGA,TPA,730,-13.0,0
5714291,12,25,5,PHL,FLL,730,-23.0,0
5714292,12,25,5,ORD,GRR,731,-12.0,0
5714293,12,25,5,IAH,CLE,731,-25.0,0
5714294,12,25,5,TPA,ORD,731,-33.0,0
5714295,12,25,5,IAH,LAX,731,-6.0,0
5714296,12,25,5,IAH,MCO,731,-1.0,0
5714297,12,25,5,ORD,ORF,732,-17.0,0
5714298,12,25,5,MSY,DTW,732,20.0,0
5714299,12,25,5,DFW,ATL,732,-4.0,0
5714300,12,25,5,LAX,ASE,732,,0
5714301,12,25,5,ORD,MCO,732,-3.0,0
5714302,12,25,5,MCI,DFW,733,13.0,0
5714303,12,25,5,TYS,ORD,734,-14.0,0
5714304,12,25,5,ORD,IAH,734,-10.0,0
5714305,12,25,5,ORD,SRQ,734,-7.0,0
5714306,12,25,5,LAX,ORD,734,-56.0,0
5714307,12,25,5,ORD,EWR,734,-12.0,0
5714308,12,25,5,CLT,DEN,734,-3.0,0
5714309,12,25,5,FLL,SJU,734,84.0,0
5714310,12,25,5,ORD,BUF,735,-22.0,0
5714311,12,25,5,OKC,ORD,735,-18.0,0
5714312,12,25,5,SMF,HNL,735,-28.0,0
5714313,12,25,5,RIC,ORD,735,-36.0,0
5714314,12,25,5,JFK,PBI,735,-12.0,0
5714315,12,25,5,JAN,DFW,735,-9.0,0
5714316,12,25,5,SYR,ORD,735,-26.0,0
5714317,12,25,5,DTW,DFW,735,-9.0,0
5714318,12,25,5,CLE,RSW,735,230.0,0
5714319,12,25,5,SBA,LAX,735,-5.0,0
5714320,12,25,5,AUS,SFO,735,5.0,0
5714321,12,25,5,LAX,JFK,735,-52.0,0
5714322,12,25,5,BOS,BWI,735,-11.0,0
5714323,12,25,5,TPA,ATL,735,1.0,0
5714324,12,25,5,SAN,LAS,735,-14.0,0
5714325,12,25,5,SAN,SEA,735,-1.0,0
5714326,12,25,5,ISP,PBI,735,-11.0,0
5714327,12,25,5,MDW,ATL,735,-18.0,0
5714328,12,25,5,LAX,MIA,735,-24.0,0
5714329,12,25,5,SJU,CLT,735,-8.0,0
5714330,12,25,5,CLT,FLL,735,-6.0,0
5714331,12,25,5,CLT,RSW,735,-18.0,0
5714332,12,25,5,PHL,MIA,735,-12.0,0
5714333,12,25,5,FLL,BOS,735,-19.0,0
5714334,12,25,5,LAX,JFK,736,-38.0,0
5714335,12,25,5,IAH,EWR,736,-6.0,0
5714336,12,25,5,ORD,DEN,737,-1.0,0
5714337,12,25,5,OGG,HNL,738,-10.0,0
5714338,12,25,5,SEA,IAH,738,-8.0,0
5714339,12,25,5,TPA,DFW,738,-9.0,0
5714340,12,25,5,ORD,CLE,739,-25.0,0
5714341,12,25,5,RSW,DEN,740,-22.0,0
5714342,12,25,5,LAX,LIH,740,-6.0,0
5714343,12,25,5,RSW,MSP,740,118.0,0
5714344,12,25,5,MYR,ATL,740,-7.0,0
5714345,12,25,5,RAP,DFW,740,9.0,0
5714346,12,25,5,MSP,MCO,740,7.0,0
5714347,12,25,5,PHL,ATL,740,28.0,0
5714348,12,25,5,BOI,IAH,740,35.0,0
5714349,12,25,5,SFO,PDX,740,10.0,0
5714350,12,25,5,ORD,BOS,740,-30.0,0
5714351,12,25,5,IAD,BOS,740,-14.0,0
5714352,12,25,5,ATL,FLL,740,375.0,0
5714353,12,25,5,ABQ,DEN,740,-13.0,0
5714354,12,25,5,CLE,LAS,740,-4.0,0
5714355,12,25,5,TUS,MDW,740,-35.0,0
5714356,12,25,5,SEA,DEN,740,41.0,0
5714357,12,25,5,SEA,OAK,740,-25.0,0
5714358,12,25,5,HOU,MCO,740,-10.0,0
5714359,12,25,5,IND,HOU,740,3.0,0
5714360,12,25,5,MCI,LAX,740,24.0,0
5714361,12,25,5,DTW,DFW,740,-10.0,0
5714362,12,25,5,ATL,DFW,740,-22.0,0
5714363,12,25,5,PHL,STT,740,30.0,0
5714364,12,25,5,CLT,MCO,740,-12.0,0
5714365,12,25,5,CLT,BDL,740,-21.0,0
5714366,12,25,5,PHL,SEA,740,8.0,0
5714367,12,25,5,SEA,SNA,740,-21.0,0
5714368,12,25,5,SEA,ONT,740,-20.0,0
5714369,12,25,5,JFK,MSY,740,-24.0,0
5714370,12,25,5,FLL,DCA,740,-8.0,0
5714371,12,25,5,SYR,MCO,740,-26.0,0
5714372,12,25,5,TPA,SJU,740,27.0,0
5714373,12,25,5,JFK,JAX,740,7.0,0
5714374,12,25,5,JFK,FLL,740,2.0,0
5714375,12,25,5,HNL,OGG,741,-3.0,0
5714376,12,25,5,ORD,CLE,742,-18.0,0
5714377,12,25,5,SGU,SLC,742,20.0,0
5714378,12,25,5,EWR,DEN,742,18.0,0
5714379,12,25,5,FLL,DEN,742,-37.0,0
5714380,12,25,5,SEA,GEG,743,25.0,0
5714381,12,25,5,SEA,TUS,743,-11.0,0
5714382,12,25,5,BTM,SLC,743,30.0,0
5714383,12,25,5,PIT,DFW,743,-25.0,0
5714384,12,25,5,CMH,DFW,743,-23.0,0
5714385,12,25,5,IAH,MSY,744,-21.0,0
5714386,12,25,5,DFW,SFO,744,-12.0,0
5714387,12,25,5,ATL,ORD,744,-26.0,0
5714388,12,25,5,HPN,PBI,744,-17.0,0
5714389,12,25,5,LAS,DTW,745,-40.0,0
5714390,12,25,5,MCO,MSP,745,11.0,0
5714391,12,25,5,DEN,ATL,745,86.0,0
5714392,12,25,5,STL,SLC,745,,1
5714393,12,25,5,FLL,ATL,745,-10.0,0
5714394,12,25,5,ORD,ATL,745,,1
5714395,12,25,5,ORD,BDL,745,-20.0,0
5714396,12,25,5,ORD,RDU,745,-8.0,0
5714397,12,25,5,ICT,ORD,745,-7.0,0
5714398,12,25,5,ATL,LGA,745,-7.0,0
5714399,12,25,5,SEA,ATL,745,19.0,0
5714400,12,25,5,ORD,SAV,745,21.0,0
5714401,12,25,5,DCA,ORD,745,-25.0,0
5714402,12,25,5,PSP,PHX,745,13.0,0
5714403,12,25,5,IDA,SLC,745,20.0,0
5714404,12,25,5,DLH,ORD,745,3.0,0
5714405,12,25,5,ORD,MKE,745,-13.0,0
5714406,12,25,5,SAT,SFO,745,14.0,0
5714407,12,25,5,COS,DEN,745,-30.0,0
5714408,12,25,5,TPA,IAH,745,-23.0,0
5714409,12,25,5,LGA,DEN,745,2.0,0
5714410,12,25,5,SFO,OGG,745,-29.0,0
5714411,12,25,5,SFO,ORD,745,-33.0,0
5714412,12,25,5,SFO,HNL,745,-23.0,0
5714413,12,25,5,ABQ,DAL,745,-5.0,0
5714414,12,25,5,ALB,MCO,745,-5.0,0
5714415,12,25,5,BNA,PNS,745,34.0,0
5714416,12,25,5,SDF,TPA,745,-4.0,0
5714417,12,25,5,FLL,DAL,745,-23.0,0
5714418,12,25,5,MCO,BWI,745,-22.0,0
5714419,12,25,5,SEA,JFK,745,-7.0,0
5714420,12,25,5,SAN,JFK,745,-56.0,0
5714421,12,25,5,SFO,ORD,745,3.0,0
5714422,12,25,5,COS,DFW,745,-17.0,0
5714423,12,25,5,DCA,ORD,745,-7.0,0
5714424,12,25,5,DFW,ORD,745,-17.0,0
5714425,12,25,5,PHL,SAN,745,,0
5714426,12,25,5,LAS,DFW,745,-29.0,0
5714427,12,25,5,PHL,SFO,745,-1.0,0
5714428,12,25,5,PHL,SJU,745,35.0,0
5714429,12,25,5,CLT,DCA,745,-18.0,0
5714430,12,25,5,BNA,CLT,745,13.0,0
5714431,12,25,5,CLT,TPA,745,0.0,0
5714432,12,25,5,CLT,EWR,745,-19.0,0
5714433,12,25,5,CLT,PBI,745,-10.0,0
5714434,12,25,5,JAX,FLL,745,-7.0,0
5714435,12,25,5,MSY,DFW,746,-31.0,0
5714436,12,25,5,PBI,EWR,746,12.0,0
5714437,12,25,5,DFW,LGA,748,-8.0,0
5714438,12,25,5,ORD,RSW,748,-6.0,0
5714439,12,25,5,LGA,DFW,748,26.0,0
5714440,12,25,5,SGF,DFW,749,-27.0,0
5714441,12,25,5,LAS,SFO,749,-33.0,0
5714442,12,25,5,DFW,LGA,749,-13.0,0
5714443,12,25,5,MCO,IAH,750,47.0,0
5714444,12,25,5,HNL,LAS,750,9.0,0
5714445,12,25,5,AVL,ATL,750,-7.0,0
5714446,12,25,5,DAL,SFO,750,-2.0,0
5714447,12,25,5,DAL,DCA,750,-9.0,0
5714448,12,25,5,MDW,LGA,750,-3.0,0
5714449,12,25,5,MSY,MCO,750,-11.0,0
5714450,12,25,5,OAK,LAS,750,-33.0,0
5714451,12,25,5,FLL,BWI,750,-13.0,0
5714452,12,25,5,IAD,MDW,750,-15.0,0
5714453,12,25,5,IND,LAS,750,1.0,0
5714454,12,25,5,MCO,SJU,750,-6.0,0
5714455,12,25,5,LAX,ORD,750,-33.0,0
5714456,12,25,5,SAN,DFW,750,-25.0,0
5714457,12,25,5,CLT,SAN,750,0.0,0
5714458,12,25,5,PHL,ATL,750,-14.0,0
5714459,12,25,5,CLT,BOS,750,-18.0,0
5714460,12,25,5,PHL,ORD,750,-8.0,0
5714461,12,25,5,PDX,BOS,750,-30.0,0
5714462,12,25,5,ANC,SCC,750,-12.0,0
5714463,12,25,5,BOS,LAX,751,33.0,0
5714464,12,25,5,ORD,SFO,751,99.0,0
5714465,12,25,5,BWI,FLL,751,-10.0,0
5714466,12,25,5,JFK,TPA,752,26.0,0
5714467,12,25,5,SLC,IAH,753,12.0,0
5714468,12,25,5,IND,DFW,753,-3.0,0
5714469,12,25,5,TUS,DFW,753,-27.0,0
5714470,12,25,5,DAY,ORD,754,-21.0,0
5714471,12,25,5,ORD,CVG,754,-13.0,0
5714472,12,25,5,FAR,ORD,754,-20.0,0
5714473,12,25,5,SFO,IAD,754,-12.0,0
5714474,12,25,5,CLT,ATL,754,-2.0,0
5714475,12,25,5,CLT,MSY,754,-16.0,0
5714476,12,25,5,ORD,SFO,755,10.0,0
5714477,12,25,5,TLH,ATL,755,12.0,0
5714478,12,25,5,CHA,ATL,755,-17.0,0
5714479,12,25,5,DFW,CLE,755,10.0,0
5714480,12,25,5,FLL,ORD,755,-17.0,0
5714481,12,25,5,YUM,PHX,755,11.0,0
5714482,12,25,5,OAK,LAX,755,0.0,0
5714483,12,25,5,SEA,SMF,755,35.0,0
5714484,12,25,5,SJC,SEA,755,17.0,0
5714485,12,25,5,DEN,SFO,755,-13.0,0
5714486,12,25,5,PHL,DEN,755,-13.0,0
5714487,12,25,5,DEN,PDX,755,-27.0,0
5714488,12,25,5,TPA,ORD,755,-22.0,0
5714489,12,25,5,IAD,IAH,755,-29.0,0
5714490,12,25,5,IAH,ORD,755,-21.0,0
5714491,12,25,5,JFK,FLL,755,30.0,0
5714492,12,25,5,DAL,FLL,755,-8.0,0
5714493,12,25,5,MHT,MCO,755,-14.0,0
5714494,12,25,5,PHL,MCO,755,-7.0,0
5714495,12,25,5,SLC,LAS,755,42.0,0
5714496,12,25,5,LAS,ATL,755,-17.0,0
5714497,12,25,5,LAX,LAS,755,-9.0,0
5714498,12,25,5,LGA,DEN,755,19.0,0
5714499,12,25,5,JFK,BOS,755,2.0,0
5714500,12,25,5,JFK,MIA,755,7.0,0
5714501,12,25,5,LGA,ORD,755,7.0,0
5714502,12,25,5,TPA,MIA,755,-4.0,0
5714503,12,25,5,PHL,MCO,755,-10.0,0
5714504,12,25,5,LGA,CLT,755,-21.0,0
5714505,12,25,5,PHL,TPA,755,-3.0,0
5714506,12,25,5,PHL,DEN,755,1.0,0
5714507,12,25,5,CLT,ORD,755,-7.0,0
5714508,12,25,5,CLT,LGA,755,-25.0,0
5714509,12,25,5,EWR,MIA,755,-25.0,0
5714510,12,25,5,HNL,LAX,756,-12.0,0
5714511,12,25,5,BOI,SLC,756,10.0,0
5714512,12,25,5,TUS,LAX,756,-20.0,0
5714513,12,25,5,MCO,DEN,756,2.0,0
5714514,12,25,5,CAE,DFW,757,-8.0,0
5714515,12,25,5,DEN,BZN,757,-15.0,0
5714516,12,25,5,MIA,DEN,758,-15.0,0
5714517,12,25,5,DTW,RSW,759,-6.0,0
5714518,12,25,5,FLG,PHX,759,6.0,0
5714519,12,25,5,SFO,BZN,759,-15.0,0
5714520,12,25,5,DEN,MCI,759,8.0,0
5714521,12,25,5,EWR,PBI,759,-16.0,0
5714522,12,25,5,SEA,DEN,759,-8.0,0
5714523,12,25,5,EWR,LAX,759,2.0,0
5714524,12,25,5,EWR,FLL,759,-10.0,0
5714525,12,25,5,IAH,PHX,759,9.0,0
5714526,12,25,5,DEN,PHX,759,26.0,0
5714527,12,25,5,CLT,LAS,759,-7.0,0
5714528,12,25,5,MEM,ATL,800,28.0,0
5714529,12,25,5,BOS,MCO,800,28.0,0
5714530,12,25,5,LGA,ATL,800,-15.0,0
5714531,12,25,5,LGA,MIA,800,-8.0,0
5714532,12,25,5,TPA,MSP,800,16.0,0
5714533,12,25,5,TRI,ATL,800,-15.0,0
5714534,12,25,5,FLL,DTW,800,-31.0,0
5714535,12,25,5,RSW,LGA,800,-28.0,0
5714536,12,25,5,ABQ,ATL,800,41.0,0
5714537,12,25,5,LGA,MSP,800,,1
5714538,12,25,5,PIT,ATL,800,-7.0,0
5714539,12,25,5,FLL,JFK,800,-24.0,0
5714540,12,25,5,SEA,HNL,800,-11.0,0
5714541,12,25,5,ATL,FLL,800,53.0,0
5714542,12,25,5,JAX,MSP,800,130.0,0
5714543,12,25,5,MCI,ATL,800,63.0,0
5714544,12,25,5,PBI,LGA,800,83.0,0
5714545,12,25,5,SFO,LAX,800,-8.0,0
5714546,12,25,5,HNL,LAX,800,-11.0,0
5714547,12,25,5,PHX,HNL,800,-21.0,0
5714548,12,25,5,ITO,OGG,800,-4.0,0
5714549,12,25,5,HNL,ITO,800,17.0,0
5714550,12,25,5,SJU,JFK,800,-30.0,0
5714551,12,25,5,STL,MSP,800,-14.0,0
5714552,12,25,5,FLL,LGA,800,-17.0,0
5714553,12,25,5,BNA,ATL,800,46.0,0
5714554,12,25,5,LAS,SLC,800,3.0,0
5714555,12,25,5,PHX,SEA,800,-30.0,0
5714556,12,25,5,LGA,MCO,800,1.0,0
5714557,12,25,5,CRP,DFW,800,95.0,0
5714558,12,25,5,BUF,ORD,800,-7.0,0
5714559,12,25,5,MYR,FLL,800,3.0,0
5714560,12,25,5,LBE,TPA,800,-6.0,0
5714561,12,25,5,ORD,LAS,800,9.0,0
5714562,12,25,5,FLL,MSY,800,-14.0,0
5714563,12,25,5,BWI,LAS,800,18.0,0
5714564,12,25,5,SAN,IAH,800,-10.0,0
5714565,12,25,5,SEA,LAS,800,-15.0,0
5714566,12,25,5,ISN,DEN,800,37.0,0
5714567,12,25,5,SFO,ONT,800,-3.0,0
5714568,12,25,5,ASE,IAH,800,102.0,0
5714569,12,25,5,HDN,DEN,800,-12.0,0
5714570,12,25,5,ORD,DCA,800,17.0,0
5714571,12,25,5,BOS,SFO,800,6.0,0
5714572,12,25,5,SFO,EWR,800,-33.0,0
5714573,12,25,5,EWR,SFO,800,-2.0,0
5714574,12,25,5,DEN,ORD,800,-30.0,0
5714575,12,25,5,SMF,IAD,800,-11.0,0
5714576,12,25,5,DEN,EWR,800,-34.0,0
5714577,12,25,5,ORD,TPA,800,8.0,0
5714578,12,25,5,ORD,LAX,800,11.0,0
5714579,12,25,5,SFO,EWR,800,-19.0,0
5714580,12,25,5,SFO,LAX,800,-15.0,0
5714581,12,25,5,BNA,PHX,800,0.0,0
5714582,12,25,5,BOS,CMH,800,-20.0,0
5714583,12,25,5,BUF,FLL,800,-16.0,0
5714584,12,25,5,BWI,BNA,800,-10.0,0
5714585,12,25,5,BWI,MCI,800,-14.0,0
5714586,12,25,5,BWI,SAT,800,-12.0,0
5714587,12,25,5,DAL,ABQ,800,-1.0,0
5714588,12,25,5,STL,DEN,800,-19.0,0
5714589,12,25,5,TUS,LAS,800,-5.0,0
5714590,12,25,5,MKE,PHX,800,12.0,0
5714591,12,25,5,MSY,LAS,800,-17.0,0
5714592,12,25,5,OAK,SLC,800,-10.0,0
5714593,12,25,5,OKC,HOU,800,-4.0,0
5714594,12,25,5,PDX,SAN,800,-23.0,0
5714595,12,25,5,SAT,DEN,800,-10.0,0
5714596,12,25,5,SJC,AUS,800,-21.0,0
5714597,12,25,5,SJC,SEA,800,-4.0,0
5714598,12,25,5,SNA,PHX,800,-7.0,0
5714599,12,25,5,DAL,TPA,800,-9.0,0
5714600,12,25,5,DTW,BNA,800,14.0,0
5714601,12,25,5,DTW,DEN,800,-6.0,0
5714602,12,25,5,IND,LAX,800,9.0,0
5714603,12,25,5,LAS,ABQ,800,-18.0,0
5714604,12,25,5,MCO,LAS,800,-10.0,0
5714605,12,25,5,LAX,HNL,800,-18.0,0
5714606,12,25,5,JFK,LAX,800,28.0,0
5714607,12,25,5,LAX,JFK,800,-48.0,0
5714608,12,25,5,BOS,LAX,800,43.0,0
5714609,12,25,5,JFK,STT,800,24.0,0
5714610,12,25,5,LAX,DCA,800,-32.0,0
5714611,12,25,5,SNA,DFW,800,-34.0,0
5714612,12,25,5,JFK,SJU,800,29.0,0
5714613,12,25,5,AUS,DFW,800,-25.0,0
5714614,12,25,5,ABQ,DFW,800,-15.0,0
5714615,12,25,5,STL,LAX,800,-1.0,0
5714616,12,25,5,SAT,DFW,800,-19.0,0
5714617,12,25,5,DEN,DFW,800,1.0,0
5714618,12,25,5,PHL,DFW,800,7.0,0
5714619,12,25,5,ALB,CLT,800,-12.0,0
5714620,12,25,5,CLT,BWI,800,-18.0,0
5714621,12,25,5,PHL,RSW,800,0.0,0
5714622,12,25,5,ROC,CLT,800,-44.0,0
5714623,12,25,5,MEM,CLT,800,0.0,0
5714624,12,25,5,CLT,PIT,800,-11.0,0
5714625,12,25,5,BOS,DCA,800,2.0,0
5714626,12,25,5,SEA,GEG,800,-3.0,0
5714627,12,25,5,SLC,SAN,800,23.0,0
5714628,12,25,5,DCA,SEA,800,-27.0,0
5714629,12,25,5,SEA,DCA,800,-15.0,0
5714630,12,25,5,SEA,EWR,800,-28.0,0
5714631,12,25,5,SEA,MCO,800,1.0,0
5714632,12,25,5,ORD,SEA,800,-35.0,0
5714633,12,25,5,SEA,ANC,800,-20.0,0
5714634,12,25,5,SAN,SEA,800,8.0,0
5714635,12,25,5,SNA,SEA,800,-22.0,0
5714636,12,25,5,LAX,PDX,800,-8.0,0
5714637,12,25,5,PDX,LAS,800,-11.0,0
5714638,12,25,5,PHX,SEA,800,-25.0,0
5714639,12,25,5,DFW,SEA,800,-21.0,0
5714640,12,25,5,BOS,SAN,800,,0
5714641,12,25,5,MCO,DCA,800,1.0,0
5714642,12,25,5,JFK,ROC,800,9.0,0
5714643,12,25,5,RIC,MCO,800,-19.0,0
5714644,12,25,5,BOS,PBI,800,-17.0,0
5714645,12,25,5,SJU,STT,800,-6.0,0
5714646,12,25,5,BOS,PHL,800,-17.0,0
5714647,12,25,5,JFK,RDU,800,-7.0,0
5714648,12,25,5,HPN,FLL,800,-1.0,0
5714649,12,25,5,SFO,LAS,800,-12.0,0
5714650,12,25,5,SFO,BOS,800,-37.0,0
5714651,12,25,5,BOS,MCO,800,30.0,0
5714652,12,25,5,JFK,BUF,800,72.0,0
5714653,12,25,5,JFK,MCO,800,15.0,0
5714654,12,25,5,JFK,CLT,800,35.0,0
5714655,12,25,5,BWI,MIA,800,61.0,0
5714656,12,25,5,MEI,DFW,801,-5.0,0
5714657,12,25,5,KOA,HNL,801,-7.0,0
5714658,12,25,5,CVG,DFW,801,0.0,0
5714659,12,25,5,LAS,DEN,801,-18.0,0
5714660,12,25,5,MCO,SFO,801,-19.0,0
5714661,12,25,5,EGE,DFW,801,603.0,0
5714662,12,25,5,OKC,DTW,802,-17.0,0
5714663,12,25,5,MLI,DFW,802,17.0,0
5714664,12,25,5,OMA,ORD,802,-11.0,0
5714665,12,25,5,IAD,SEA,802,-11.0,0
5714666,12,25,5,PVD,CLT,802,-9.0,0
5714667,12,25,5,LNK,ORD,803,1.0,0
5714668,12,25,5,HOU,DFW,803,-23.0,0
5714669,12,25,5,BDL,CLT,803,-32.0,0
5714670,12,25,5,MIA,DTW,804,-33.0,0
5714671,12,25,5,SHV,DFW,804,-22.0,0
5714672,12,25,5,MCO,ATL,804,2.0,0
5714673,12,25,5,DEN,ATL,804,16.0,0
5714674,12,25,5,DEN,SAN,804,-15.0,0
5714675,12,25,5,LAX,SFO,804,-33.0,0
5714676,12,25,5,DEN,SLC,804,4.0,0
5714677,12,25,5,FLL,HPN,804,-25.0,0
5714678,12,25,5,IND,ATL,805,,1
5714679,12,25,5,IAH,ATL,805,128.0,0
5714680,12,25,5,LGA,TPA,805,,1
5714681,12,25,5,JFK,MSY,805,34.0,0
5714682,12,25,5,AGS,ATL,805,-8.0,0
5714683,12,25,5,GSP,ATL,805,-4.0,0
5714684,12,25,5,LGA,FLL,805,-20.0,0
5714685,12,25,5,ORF,ATL,805,-5.0,0
5714686,12,25,5,PHX,MSP,805,-45.0,0
5714687,12,25,5,LAX,JAC,805,,1
5714688,12,25,5,SEA,PSP,805,-8.0,0
5714689,12,25,5,RDU,DEN,805,20.0,0
5714690,12,25,5,SAN,SFO,805,-9.0,0
5714691,12,25,5,LAX,IAD,805,-32.0,0
5714692,12,25,5,ATL,LAS,805,-21.0,0
5714693,12,25,5,DAL,MCO,805,-5.0,0
5714694,12,25,5,MDW,RDU,805,1.0,0
5714695,12,25,5,MEM,DAL,805,-15.0,0
5714696,12,25,5,ONT,OAK,805,-8.0,0
5714697,12,25,5,PDX,OAK,805,-11.0,0
5714698,12,25,5,PHL,DAL,805,-8.0,0
5714699,12,25,5,SLC,MDW,805,16.0,0
5714700,12,25,5,LAS,SFO,805,-25.0,0
5714701,12,25,5,JFK,SFO,805,35.0,0
5714702,12,25,5,PHL,LAS,805,70.0,0
5714703,12,25,5,DSM,PHX,805,22.0,0
5714704,12,25,5,BOS,CLT,805,-14.0,0
5714705,12,25,5,PHX,PHL,805,-35.0,0
5714706,12,25,5,PWM,CLT,805,-8.0,0
5714707,12,25,5,BUF,CLT,805,-10.0,0
5714708,12,25,5,PDX,KOA,805,-47.0,0
5714709,12,25,5,MCO,BOS,805,-19.0,0
5714710,12,25,5,JFK,PBI,805,22.0,0
5714711,12,25,5,LAX,MCO,805,-4.0,0
5714712,12,25,5,TPA,DEN,806,-35.0,0
5714713,12,25,5,IAD,DEN,806,-7.0,0
5714714,12,25,5,BZN,ORD,807,8.0,0
5714715,12,25,5,HNL,LIH,808,7.0,0
5714716,12,25,5,TWF,SLC,808,31.0,0
5714717,12,25,5,IAD,LAX,808,,0
5714718,12,25,5,HNL,KOA,809,-1.0,0
5714719,12,25,5,DEN,SEA,809,-23.0,0
5714720,12,25,5,SAN,DEN,809,-31.0,0
5714721,12,25,5,SFO,DEN,809,-29.0,0
5714722,12,25,5,TPA,BOS,809,-9.0,0
5714723,12,25,5,DTW,SLC,810,10.0,0
5714724,12,25,5,ATL,SFO,810,2.0,0
5714725,12,25,5,JFK,MSP,810,29.0,0
5714726,12,25,5,JFK,MCO,810,140.0,0
5714727,12,25,5,JFK,TPA,810,-8.0,0
5714728,12,25,5,ORD,PHX,810,31.0,0
5714729,12,25,5,ATL,SJU,810,6.0,0
5714730,12,25,5,AUS,SLC,810,63.0,0
5714731,12,25,5,BOS,MSP,810,9.0,0
5714732,12,25,5,ATL,SLC,810,4.0,0
5714733,12,25,5,BWI,ATL,810,106.0,0
5714734,12,25,5,CLT,ATL,810,37.0,0
5714735,12,25,5,ORD,MSY,810,21.0,0
5714736,12,25,5,PIH,SLC,810,32.0,0
5714737,12,25,5,LAX,BOS,810,-33.0,0
5714738,12,25,5,IAD,SJU,810,35.0,0
5714739,12,25,5,LAS,DTW,810,-39.0,0
5714740,12,25,5,ORD,SFO,810,5.0,0
5714741,12,25,5,ATL,FLL,810,-6.0,0
5714742,12,25,5,BWI,JAX,810,-11.0,0
5714743,12,25,5,BWI,SDF,810,-20.0,0
5714744,12,25,5,ROC,TPA,810,-21.0,0
5714745,12,25,5,RSW,BWI,810,-5.0,0
5714746,12,25,5,SAN,SFO,810,6.0,0
5714747,12,25,5,HOU,MCI,810,-21.0,0
5714748,12,25,5,LAS,TUS,810,-11.0,0
5714749,12,25,5,LAX,HOU,810,-19.0,0
5714750,12,25,5,MCO,HOU,810,-11.0,0
5714751,12,25,5,ATL,MIA,810,21.0,0
5714752,12,25,5,JFK,CLT,810,4.0,0
5714753,12,25,5,HNL,LAX,810,-21.0,0
5714754,12,25,5,IAH,MIA,810,2.0,0
5714755,12,25,5,TUL,DFW,810,-18.0,0
5714756,12,25,5,MIA,ORD,810,-2.0,0
5714757,12,25,5,FLL,CLT,810,-12.0,0
5714758,12,25,5,EWR,CLT,810,-2.0,0
5714759,12,25,5,SYR,CLT,810,-17.0,0
5714760,12,25,5,DTW,CLT,810,-16.0,0
5714761,12,25,5,SEA,BWI,810,-2.0,0
5714762,12,25,5,SPI,DFW,811,9.0,0
5714763,12,25,5,SFO,PHX,811,-10.0,0
5714764,12,25,5,DEN,FLL,811,18.0,0
5714765,12,25,5,IAD,LAS,812,2.0,0
5714766,12,25,5,ATL,DFW,812,29.0,0
5714767,12,25,5,FSD,ORD,813,-4.0,0
5714768,12,25,5,MCO,LGA,813,-2.0,0
5714769,12,25,5,ABI,DFW,813,-15.0,0
5714770,12,25,5,PHX,IAH,813,-19.0,0
5714771,12,25,5,TYS,DFW,814,-26.0,0
